srcip,dstip,ts,td
2821066008.0,719036060.0,1458298439056000.0,3.944
2821066008.0,719036060.0,1458298439500000.0,3.5
2821066008.0,719036060.0,1458298475440000.0,3.56
2821066008.0,719036060.0,1458298487296000.0,5.704
2821066008.0,719036060.0,1458298520868000.0,12.132
2821066008.0,719036060.0,1458298521240000.0,11.76
2821066008.0,719036060.0,1458298532468000.0,3.532
2821066008.0,719036060.0,1458298586324000.0,7.676
2821066008.0,719036060.0,1458298587124000.0,3.876
2821066008.0,719036060.0,1458298588752000.0,2.248
2821066008.0,719036060.0,1458298599784000.0,4.216
2821066008.0,719036060.0,1458298600776000.0,2.224
2821066008.0,719036060.0,1458298600800000.0,2.2
2821066008.0,719036060.0,1458298600804000.0,2.196
2821066008.0,719036060.0,1458298601532000.0,5.468
2821066008.0,719036060.0,1458298722396000.0,3.604
2821066008.0,719036060.0,1458298722408000.0,3.592
2821066008.0,719036060.0,1458298722424000.0,4.5760000000000005
2821066008.0,719036060.0,1458298722620000.0,6.38
2821066008.0,719036060.0,1458298722620000.0,6.38
2821066008.0,719036060.0,1458298722716000.0,3.284
2821066008.0,719036060.0,1458298722840000.0,9.16
2821066008.0,719036060.0,1458298722872000.0,6.127999999999999
2821066008.0,719036060.0,1458298722872000.0,3.128
2821066008.0,719036060.0,1458298722876000.0,6.124
2821066008.0,719036060.0,1458298723384000.0,3.616
2821066008.0,719036060.0,1458298729684000.0,6.316
2821066008.0,719036060.0,1458298729924000.0,6.0760000000000005
2821066008.0,719036060.0,1458298825240000.0,2.76
2821066008.0,719036060.0,1458298825740000.0,2.26
2821066008.0,719036060.0,1458298826176000.0,5.824
2821066008.0,719036060.0,1458298826180000.0,5.82
2821066008.0,719036060.0,1458298826184000.0,5.816
2821066008.0,719036060.0,1458298826184000.0,5.816
2821066008.0,719036060.0,1458298834948000.0,6.0520000000000005
2821066008.0,719036060.0,1458298834948000.0,6.0520000000000005
2821066008.0,719036060.0,1458298834952000.0,6.047999999999999
2821066008.0,719036060.0,1458298834960000.0,6.04
2821066008.0,719036060.0,1458298835064000.0,2.9360000000000004
2821066008.0,719036060.0,1458298835356000.0,6.644
2821066008.0,719036060.0,1458298844604000.0,3.3960000000000004
2821066008.0,719036060.0,1458298845472000.0,5.528
2821066008.0,719036060.0,1458298850868000.0,5.1320000000000014
2821066008.0,719036060.0,1458298850868000.0,5.1320000000000014
2821066008.0,719036060.0,1458298851148000.0,9.852
2821066008.0,719036060.0,1458298851860000.0,5.14
2821066008.0,719036060.0,1458298851860000.0,5.14
2821066008.0,719036060.0,1458298851860000.0,5.14
2821066008.0,719036060.0,1458298876404000.0,6.596
2821066008.0,719036060.0,1458298876512000.0,3.488
2821066008.0,719036060.0,1458298885740000.0,2.26
2821066008.0,719036060.0,1458298900316000.0,6.684
2821066008.0,719036060.0,1458298900604000.0,4.396
2821066008.0,719036060.0,1458298900728000.0,8.272
2821066008.0,719036060.0,1458298908504000.0,3.4960000000000004
2821066008.0,719036060.0,1458298908568000.0,2.432
2821066008.0,719036060.0,1458298909116000.0,3.884
2821066008.0,719036060.0,1458298909120000.0,5.88
2821066008.0,719036060.0,1458298909128000.0,2.872
2821066008.0,719036060.0,1458298909128000.0,9.872
2821066008.0,719036060.0,1458298910888000.0,5.112
2821066008.0,719036060.0,1458298911760000.0,4.24
2821066008.0,719036060.0,1458298912160000.0,15.84
2821066008.0,719036060.0,1458298916848000.0,11.152
2821066008.0,719036060.0,1458298969216000.0,16.784000000000002
2821066008.0,719036060.0,1458298969452000.0,3.548
2821066008.0,719036060.0,1458298970160000.0,5.84
2821066008.0,719036060.0,1458298970164000.0,5.836
2821066008.0,719036060.0,1458298970168000.0,5.8320000000000025
2821066008.0,719036060.0,1458298970172000.0,5.827999999999999
2821066008.0,719036060.0,1458298970256000.0,5.744
2821066008.0,719036060.0,1458298982240000.0,3.76
2821066008.0,719036060.0,1458298982348000.0,3.652
2821066008.0,719036060.0,1458298982404000.0,2.596
2821066008.0,719036060.0,1458298982564000.0,2.436
2821066008.0,719036060.0,1458298982824000.0,2.176
2821066008.0,719036060.0,1458298990784000.0,3.216
2821066008.0,719036060.0,1458298994136000.0,10.864
2821066008.0,719036060.0,1458299001860000.0,5.14
2821066008.0,719036060.0,1458299001864000.0,5.136
2821066008.0,719036060.0,1458299001868000.0,5.1320000000000014
2821066008.0,719036060.0,1458299001868000.0,5.1320000000000014
2821066008.0,719036060.0,1458299001872000.0,5.127999999999999
2821066008.0,719036060.0,1458299001876000.0,5.124
2821066008.0,719036060.0,1458299006912000.0,11.088
2821066008.0,719036060.0,1458299007800000.0,10.2
2821066008.0,719036060.0,1458299007848000.0,10.152
2821066008.0,719036060.0,1458299007852000.0,10.148
2821066008.0,719036060.0,1458299007912000.0,0.088
2821066008.0,719036060.0,1458299007928000.0,8.072000000000001
2821066008.0,719036060.0,1458299015672000.0,3.3280000000000003
2821066008.0,719036060.0,1458299016720000.0,2.28
2821066008.0,719036060.0,1458299016976000.0,6.024
2821066008.0,719036060.0,1458299016984000.0,6.016
2821066008.0,719036060.0,1458299017000000.0,6.0
2821066008.0,719036060.0,1458299017016000.0,5.984
2821066008.0,719036060.0,1458299027936000.0,0.064
2821066008.0,719036060.0,1458299074760000.0,2.24
