srcip,dstip,ts,td
3307390206.0,719034866.0,1458298656696000.0,0.304
3307390206.0,719034866.0,1458298658692000.0,0.308
3307390206.0,719034866.0,1458298662500000.0,0.5
3307390206.0,719034866.0,1458298664680000.0,0.32
3307390206.0,719034866.0,1458298667508000.0,0.4920000000000001
3307390206.0,719034866.0,1458298668672000.0,0.3279999999999999
3307390206.0,719034866.0,1458298672688000.0,0.312
3307390206.0,719034866.0,1458298673684000.0,0.316
3307390206.0,719034866.0,1458298676676000.0,0.324
3307390206.0,719034866.0,1458298677648000.0,0.352
3307390206.0,719034866.0,1458298680676000.0,0.324
3307390206.0,719034866.0,1458298682648000.0,0.352
3307390206.0,719034866.0,1458298684668000.0,0.332
3307390206.0,719034866.0,1458298687644000.0,0.356
3307390206.0,719034866.0,1458298689652000.0,0.348
3307390206.0,719034866.0,1458298692612000.0,0.3879999999999999
3307390206.0,719034866.0,1458298694584000.0,0.416
3307390206.0,719034866.0,1458298696660000.0,0.34
3307390206.0,719034866.0,1458298699632000.0,0.368
3307390206.0,719034866.0,1458298702632000.0,0.368
3307390206.0,719034866.0,1458298705672000.0,0.3279999999999999
3307390206.0,719034866.0,1458298706692000.0,0.308
3307390206.0,719034866.0,1458298709668000.0,0.332
3307390206.0,719034866.0,1458298712216000.0,0.784
3307390206.0,719034866.0,1458298714640000.0,0.36
3307390206.0,719034866.0,1458298717684000.0,0.316
3307390206.0,719034866.0,1458298718624000.0,0.376
3307390206.0,719034866.0,1458298721644000.0,0.356
3307390206.0,719034866.0,1458298723668000.0,0.332
3307390206.0,719034866.0,1458298726672000.0,0.3279999999999999
3307390206.0,719034866.0,1458298729676000.0,0.324
3307390206.0,719034866.0,1458298731596000.0,0.4039999999999999
3307390206.0,719034866.0,1458298733640000.0,0.36
3307390206.0,719034866.0,1458298735676000.0,0.324
3307390206.0,719034866.0,1458298739652000.0,0.348
3307390206.0,719034866.0,1458298741680000.0,0.32
3307390206.0,719034866.0,1458298744588000.0,0.412
3307390206.0,719034866.0,1458298746640000.0,0.36
3307390206.0,719034866.0,1458298748656000.0,0.344
3307390206.0,719034866.0,1458298751636000.0,0.364
3307390206.0,719034866.0,1458298754568000.0,0.4320000000000001
3307390206.0,719034866.0,1458298756676000.0,0.324
3307390206.0,719034866.0,1458298759648000.0,0.352
3307390206.0,719034866.0,1458298761632000.0,0.368
3307390206.0,719034866.0,1458298763568000.0,0.4320000000000001
3307390206.0,719034866.0,1458298765672000.0,0.3279999999999999
3307390206.0,719034866.0,1458298769684000.0,0.316
3307390206.0,719034866.0,1458298770664000.0,0.336
3307390206.0,719034866.0,1458298772652000.0,0.348
3307390206.0,719034866.0,1458298775668000.0,0.332
3307390206.0,719034866.0,1458298778656000.0,0.344
3307390206.0,719034866.0,1458298780532000.0,0.4679999999999999
3307390206.0,719034866.0,1458298782684000.0,0.316
3307390206.0,719034866.0,1458298785660000.0,0.34
3307390206.0,719034866.0,1458298786660000.0,0.34
3307390206.0,719034866.0,1458298790644000.0,0.356
3307390206.0,719034866.0,1458298793624000.0,0.376
3307390206.0,719034866.0,1458298796688000.0,0.312
3307390206.0,719034866.0,1458298799660000.0,0.34
3307390206.0,719034866.0,1458298802676000.0,0.324
3307390206.0,719034866.0,1458298805688000.0,0.312
3307390206.0,719034866.0,1458298807644000.0,0.356
3307390206.0,719034866.0,1458298809664000.0,0.336
3307390206.0,719034866.0,1458298811628000.0,0.3720000000000001
3307390206.0,719034866.0,1458298814680000.0,0.32
3307390206.0,719034866.0,1458298816628000.0,0.3720000000000001
3307390206.0,719034866.0,1458298819656000.0,0.344
3307390206.0,719034866.0,1458298821648000.0,0.352
3307390206.0,719034866.0,1458298823656000.0,0.344
3307390206.0,719034866.0,1458298825676000.0,0.324
3307390206.0,719034866.0,1458298826648000.0,0.352
3307390206.0,719034866.0,1458298828644000.0,0.356
3307390206.0,719034866.0,1458298830684000.0,0.316
3307390206.0,719034866.0,1458298833536000.0,0.4639999999999999
3307390206.0,719034866.0,1458298835680000.0,0.32
3307390206.0,719034866.0,1458298837680000.0,0.32
3307390206.0,719034866.0,1458298839632000.0,0.368
3307390206.0,719034866.0,1458298841668000.0,0.332
3307390206.0,719034866.0,1458298843660000.0,0.34
3307390206.0,719034866.0,1458298845628000.0,0.3720000000000001
3307390206.0,719034866.0,1458298847660000.0,0.34
3307390206.0,719034866.0,1458298848636000.0,0.364
3307390206.0,719034866.0,1458298850652000.0,0.348
3307390206.0,719034866.0,1458298852668000.0,0.332
3307390206.0,719034866.0,1458298853684000.0,0.316
3307390206.0,719034866.0,1458298855672000.0,0.3279999999999999
3307390206.0,719034866.0,1458298857616000.0,0.384
3307390206.0,719034866.0,1458298859624000.0,0.376
3307390206.0,719034866.0,1458298861688000.0,0.312
3307390206.0,719034866.0,1458298863652000.0,0.348
3307390206.0,719034866.0,1458298864608000.0,0.392
3307390206.0,719034866.0,1458298866692000.0,0.308
3307390206.0,719034866.0,1458298868676000.0,0.324
3307390206.0,719034866.0,1458298870612000.0,0.3879999999999999
3307390206.0,719034866.0,1458298872684000.0,0.316
3307390206.0,719034866.0,1458298873656000.0,0.344
3307390206.0,719034866.0,1458298875688000.0,0.312
3307390206.0,719034866.0,1458298877684000.0,0.316
3307390206.0,719034866.0,1458298878660000.0,0.34
3307390206.0,719034866.0,1458298880588000.0,0.412
3307390206.0,719034866.0,1458298882656000.0,0.344
3307390206.0,719034866.0,1458298885640000.0,0.36
3307390206.0,719034866.0,1458298888552000.0,0.4479999999999999
3307390206.0,719034866.0,1458298890620000.0,0.38
3307390206.0,719034866.0,1458298892648000.0,0.352
3307390206.0,719034866.0,1458298894660000.0,0.34
3307390206.0,719034866.0,1458298896648000.0,0.352
3307390206.0,719034866.0,1458298898648000.0,0.352
3307390206.0,719034866.0,1458298900684000.0,0.316
3307390206.0,719034866.0,1458298903684000.0,0.316
3307390206.0,719034866.0,1458298905684000.0,0.316
