srcip,dstip,ts,td
1023473327.0,719035870.0,1458298553416000.0,1.584
1023473327.0,719035870.0,1458298553520000.0,7.48
1023473327.0,719035870.0,1458298553536000.0,6.464
1023473327.0,719035870.0,1458298553692000.0,13.308
1023473327.0,719035870.0,1458298553900000.0,14.1
1023473327.0,719035870.0,1458298553916000.0,6.084
1023473327.0,719035870.0,1458298553924000.0,6.0760000000000005
1023473327.0,719035870.0,1458298553960000.0,2.04
1023473327.0,719035870.0,1458298554004000.0,0.996
1023473327.0,719035870.0,1458298554024000.0,5.976
1023473327.0,719035870.0,1458298554124000.0,8.876
1023473327.0,719035870.0,1458298554256000.0,2.744
1023473327.0,719035870.0,1458298554292000.0,14.708
1023473327.0,719035870.0,1458298554328000.0,5.6720000000000015
1023473327.0,719035870.0,1458298554376000.0,14.624
1023473327.0,719035870.0,1458298554428000.0,5.572
1023473327.0,719035870.0,1458298554444000.0,5.556
1023473327.0,719035870.0,1458298554448000.0,6.5520000000000005
1023473327.0,719035870.0,1458298554456000.0,4.544
1023473327.0,719035870.0,1458298554488000.0,9.512
1023473327.0,719035870.0,1458298554624000.0,11.376
1023473327.0,719035870.0,1458298554628000.0,2.372
1023473327.0,719035870.0,1458298554688000.0,6.312
1023473327.0,719035870.0,1458298554700000.0,10.3
1023473327.0,719035870.0,1458298554744000.0,12.255999999999998
1023473327.0,719035870.0,1458298554788000.0,4.212
1023473327.0,719035870.0,1458298554804000.0,8.196
1023473327.0,719035870.0,1458298554820000.0,8.18
1023473327.0,719035870.0,1458298554840000.0,10.16
1023473327.0,719035870.0,1458298554904000.0,7.096
1023473327.0,719035870.0,1458298554908000.0,1.092
1023473327.0,719035870.0,1458298554932000.0,1.068
1023473327.0,719035870.0,1458298554956000.0,8.044
1023473327.0,719035870.0,1458298555084000.0,4.916
1023473327.0,719035870.0,1458298555188000.0,3.812
1023473327.0,719035870.0,1458298555308000.0,10.692
1023473327.0,719035870.0,1458298555312000.0,14.688
1023473327.0,719035870.0,1458298555352000.0,11.648
1023473327.0,719035870.0,1458298555420000.0,2.58
1023473327.0,719035870.0,1458298555456000.0,13.544
1023473327.0,719035870.0,1458298555472000.0,4.5280000000000005
1023473327.0,719035870.0,1458298555472000.0,5.528
1023473327.0,719035870.0,1458298555508000.0,2.492
1023473327.0,719035870.0,1458298555516000.0,8.484
1023473327.0,719035870.0,1458298555584000.0,8.416
1023473327.0,719035870.0,1458298555584000.0,5.416
1023473327.0,719035870.0,1458298555616000.0,1.384
1023473327.0,719035870.0,1458298555624000.0,5.376
1023473327.0,719035870.0,1458298555912000.0,4.088
1023473327.0,719035870.0,1458298555916000.0,10.084
1023473327.0,719035870.0,1458298555940000.0,5.06
1023473327.0,719035870.0,1458298555944000.0,9.056
1023473327.0,719035870.0,1458298556076000.0,10.924
1023473327.0,719035870.0,1458298556076000.0,12.924
1023473327.0,719035870.0,1458298556088000.0,7.912000000000001
1023473327.0,719035870.0,1458298556112000.0,1.888
1023473327.0,719035870.0,1458298556128000.0,5.872000000000001
1023473327.0,719035870.0,1458298556228000.0,3.772
1023473327.0,719035870.0,1458298556252000.0,9.748
1023473327.0,719035870.0,1458298556256000.0,2.744
1023473327.0,719035870.0,1458298556312000.0,10.688
1023473327.0,719035870.0,1458298556344000.0,1.656
1023473327.0,719035870.0,1458298556388000.0,2.612
1023473327.0,719035870.0,1458298556456000.0,2.544
1023473327.0,719035870.0,1458298556468000.0,6.532
1023473327.0,719035870.0,1458298556484000.0,0.516
1023473327.0,719035870.0,1458298556496000.0,7.504
1023473327.0,719035870.0,1458298556532000.0,2.468
1023473327.0,719035870.0,1458298556624000.0,6.376
1023473327.0,719035870.0,1458298556644000.0,2.356
1023473327.0,719035870.0,1458298556672000.0,1.328
1023473327.0,719035870.0,1458298556696000.0,7.3039999999999985
1023473327.0,719035870.0,1458298556712000.0,9.288
1023473327.0,719035870.0,1458298556740000.0,0.26
1023473327.0,719035870.0,1458298556748000.0,0.252
1023473327.0,719035870.0,1458298556788000.0,7.2120000000000015
1023473327.0,719035870.0,1458298556788000.0,9.212
1023473327.0,719035870.0,1458298556840000.0,10.16
1023473327.0,719035870.0,1458298556920000.0,6.08
1023473327.0,719035870.0,1458298557072000.0,3.928
1023473327.0,719035870.0,1458298557132000.0,8.868
1023473327.0,719035870.0,1458298557184000.0,3.816
1023473327.0,719035870.0,1458298557212000.0,6.787999999999999
1023473327.0,719035870.0,1458298557216000.0,10.784
1023473327.0,719035870.0,1458298557264000.0,11.736
1023473327.0,719035870.0,1458298557324000.0,10.675999999999998
1023473327.0,719035870.0,1458298557332000.0,7.667999999999997
1023473327.0,719035870.0,1458298557376000.0,3.624
1023473327.0,719035870.0,1458298557388000.0,4.612
1023473327.0,719035870.0,1458298557400000.0,7.6
1023473327.0,719035870.0,1458298557496000.0,6.504
1023473327.0,719035870.0,1458298557512000.0,9.488
1023473327.0,719035870.0,1458298557608000.0,3.392
1023473327.0,719035870.0,1458298557656000.0,8.344
